# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Mass (g),Longitudinal moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Drag force (N),Drag coefficient (​),Normal force coefficient (​),Damping moment coefficient (​),Corrective moment Coefficient ()
123.798,33.455,-5.492,7.459,0.061,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.699,293.153,NaN,NaN,NaN
124.078,31.917,-5.475,7.673,-0.066,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.197,293.153,NaN,NaN,NaN
124.359,30.373,-5.494,7.647,0.028,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.507,293.153,NaN,NaN,NaN
124.64,28.834,-5.486,7.497,0.061,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.749,293.153,NaN,NaN,NaN
124.92,27.297,-5.469,7.236,-0.084,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.15,293.153,NaN,NaN,NaN
125.202,25.754,-5.492,7.292,0.013,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.43,293.153,NaN,NaN,NaN
125.482,24.215,-5.489,7.384,-0.01,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.342,293.153,NaN,NaN,NaN
125.763,22.675,-5.491,7.424,0.013,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.432,293.153,NaN,NaN,NaN
126.043,21.136,-5.488,7.323,-0.012,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.33,293.153,NaN,NaN,NaN
126.323,19.597,-5.491,7.332,0.053,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.633,293.153,NaN,NaN,NaN
126.604,18.061,-5.476,7.136,-0.016,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.408,293.153,NaN,NaN,NaN
126.885,16.522,-5.481,6.995,0.014,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.519,293.153,NaN,NaN,NaN
127.165,14.984,-5.477,6.828,-0.035,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.296,293.153,NaN,NaN,NaN
127.446,13.445,-5.487,6.764,-0.008,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.342,293.153,NaN,NaN,NaN
127.726,11.907,-5.489,6.772,0.097,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.864,293.153,NaN,NaN,NaN
128.006,10.373,-5.462,6.985,-0.042,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.389,293.153,NaN,NaN,NaN
128.288,8.834,-5.474,7.175,-0.048,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.242,293.153,NaN,NaN,NaN
128.569,7.295,-5.487,7.15,0.003,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.382,293.153,NaN,NaN,NaN
128.849,5.759,-5.486,7.199,3.349e-6,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.369,293.153,NaN,NaN,NaN
129.349,3.016,-5.486,7.128,0.067,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.709,293.153,NaN,NaN,NaN
129.629,1.482,-5.468,7.324,-0.04,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.322,293.153,NaN,NaN,NaN
129.899,0,-5.479,7.208,0.014,NaN,NaN,2588.645,0.287,0,63.479,-8.062,0,25.499,293.153,NaN,0.181,NaN
